src_A,src_B,mean_tanimoto,max_tanimoto,n_pairs
BL_2023,XH_2024_2,0.15032053695396527,0.43373493975903615,440
LM_2019,SL_2020,0.14999228563125333,0.2602739726027397,383
AA_2008,XH_2024_2,0.1495823847972313,0.3269230769230769,286
KL_2010,LX_2024,0.1491265946128216,0.3050847457627119,1490
XH_2024_2,YR_2024,0.14835572374950506,0.37142857142857144,156
LR_2023,XH_2024_2,0.14716623252238953,0.4125,264
LX_2024,XH_2024_2,0.14670037404475864,0.2753623188405797,540
XH_2024_2,YX_2023,0.14461377871893044,0.3670886075949367,116
KL_2010,LM_2019,0.14419962739947584,0.2978723404255319,1540
JW_2024,XH_2024_2,0.14343394741164148,0.4305555555555556,988
LX_2024_2,XH_2024_2,0.14281511985578535,0.25,148
XH_2024_2,ZL_2022,0.14061582546585455,0.323943661971831,52
RG_2023,XH_2024_2,0.14004008478743407,0.28421052631578947,182
BroadPharm_2024,XH_2024_2,0.13707797175547964,0.3522727272727273,142
XH_2024,XH_2024_2,0.13534737919246764,0.3541666666666667,46
XH_2024_2,ZC_2023,0.1353322698016425,0.2972972972972973,84
SL_2020,SL_2021,0.13401680162899485,0.4098360655737705,235
KZ_2016,XH_2024_2,0.13282223848407865,0.3048780487804878,950
LM_2019,XH_2024_2,0.13091794034268997,0.28205128205128205,556
LL_2025,XH_2024_2,0.12951127819548872,0.14473684210526316,2
SX_2025,XH_2024_2,0.12734441238043098,0.3106796116504854,76
LL_2012,XH_2024_2,0.12686023619025666,0.2328767123287671,70
BL_2024,XH_2024_2,0.12683765956683937,0.36904761904761907,388
JC_2023,XH_2024_2,0.1252034402453803,0.32941176470588235,162
SL_2021,XH_2024_2,0.12431035179882909,0.3684210526315789,344
KL_2010,XH_2024_2,0.12381183813274617,0.3157894736842105,200
XH_2024_2,XH_2025,0.12345040962387804,0.36046511627906974,274
JM_2016,XH_2024_2,0.12153184570266863,0.27472527472527475,68
XH_2024_2,ZH_2023,0.12131210342155589,0.23404255319148937,192
XH_2024_2,YX_2024,0.12040284808029185,0.40476190476190477,1436
LX_2024_3,XH_2024_2,0.11612467178795209,0.19753086419753085,150
AP_2025,XH_2024_2,0.11513695397179755,0.29213483146067415,64
SS_2018,XH_2024_2,0.11178895870676693,0.1346153846153846,6
SL_2020,XH_2024_2,0.10307676271822544,0.22093023255813954,50
SB_2024,XH_2024_2,0.09604546366104587,0.109375,6
SY_2025,XH_2024_2,0.0862311425453603,0.12345679012345678,10
