src_A,src_B,mean_tanimoto,max_tanimoto,n_pairs
SX_2025,ZC_2023,0.27294907959086884,0.34782608695652173,88
JW_2024,KZ_2016,0.27242454860214466,0.5384615384615384,13000
BL_2023,LX_2024_2,0.27211406709001607,0.5072463768115942,904
AA_2008,SP_2020,0.2720418003642303,0.36,119
BroadPharm_2024,ZC_2023,0.27203254750979217,0.5,166
AA_2008,BL_2024,0.2718703453264073,0.4852941176470588,1542
AP_2025,SP_2020,0.27184664865640307,0.4,26
LX_2024_3,LZ_2025,0.27174400623718914,0.42857142857142855,146
KW_2014,XH_2024,0.2716307884874975,0.4444444444444444,462
JM_2016,LR_2023,0.271533332364904,0.43902439024390244,250
LL_2012,SP_2020,0.2714840445146477,0.31746031746031744,29
BroadPharm_2024,JM_2016,0.2714583236374898,0.5964912280701754,134
JC_2023,YR_2024,0.27110700810125404,0.49122807017543857,348
BL_2023,SX_2025,0.2704624802452371,0.4186046511627907,464
SX_2025,XH_2025,0.27029990155108363,0.43820224719101125,288
AA_2008,BL_2023,0.2702388949196864,0.5901639344262295,1748
JW_2024,SY_2025,0.2699829304572576,0.4117647058823529,130
AP_2025,YZ_2022,0.2698799679917933,0.4,576
AP_2025,YZ_2024,0.2697869976331027,0.4,550
AA_2008,YZ_2022,0.269488306991047,0.36,2559
