Lipid_name,Num_tails,MolWt,Num_carbon_in_tail,num_unsaturated_cc_bonds,num_protonatable_nitrogens
3A2-SN7,3,1164.734,0,0,5
3A3-SN7,3,1195.792,0,0,6
3A4-SN7,3,1154.695,0,0,5
3A5-SN7,3,1224.834,0,0,7
4A1-SN7,4,1582.35,0,0,8
4A2-SN7,4,1518.218,0,0,6
4A3-SN7,4,1527.27,0,0,7
4A4-SN7,4,1530.226,0,0,6
5A3-SN7,5,1915.844,0,0,9
6A3-SN7,6,2219.268,0,0,10
1H1-SN7,1,544.887,0,0,2
1H2-SN7,1,586.968,0,0,2
1H3-SN7,1,643.076,0,0,2
2H1-SN7,2,820.257,0,0,3
2H2-SN7,2,848.311,0,0,3
2H3-SN7,2,876.365,0,0,3
2H4-SN7,2,904.419,0,0,3
2H5-SN7,2,932.473,0,0,3
2H6-SN7,2,960.527,0,0,3
1A1-SN8,1,473.724,0,0,3
1A2-SN8,1,530.82,0,0,4
1A3-SN8,1,503.75,0,0,3
1A4-SN8,1,475.74,0,0,3
1A5-SN8,1,489.767,0,0,3
2A1-SN8,2,875.337,0,0,4
2A2-SN8,2,904.379,0,0,5
2A4-SN8,2,869.289,0,0,3
2A5-SN8,2,861.31,0,0,4
2A6-SN8,2,875.337,0,0,4
2A7-SN8,2,877.309,0,0,4
2A8-SN8,2,872.293,0,0,3
2A9-SN8,2,835.272,0,0,4
2A10-SN8,2,863.326,0,0,4
2A11-SN8,2,920.422,0,0,5
2A12-SN8,2,879.325,0,0,4
3A1-SN8,3,1234.869,0,0,5
3A2-SN8,3,1248.896,0,0,5
3A3-SN8,3,1279.954,0,0,6
3A4-SN8,3,1238.857,0,0,5
3A5-SN8,3,1308.996,0,0,7
4A1-SN8,4,1694.566,0,0,8
4A2-SN8,4,1630.434,0,0,6
5A1-SN8,5,1999.018,0,0,8
5A3-SN8,5,2056.114,0,0,9
6A1-SN8,6,2430.661,0,0,11
6A2-SN8,6,2429.673,0,0,10
1H1-SN8,1,572.941,0,0,2
1H2-SN8,1,615.022,0,0,2
1H3-SN8,1,671.13,0,0,2
2H1-SN8,2,876.365,0,0,3
2H2-SN8,2,904.419,0,0,3
2H3-SN8,2,932.473,0,0,3
2H4-SN8,2,960.527,0,0,3
2H5-SN8,2,988.581,0,0,3
2H6-SN8,2,1016.635,0,0,3
1A3-SN9,1,546.731,0,0,3
1A4-SN9,1,518.721,0,0,3
1A5-SN9,1,532.748,0,0,3
2A1-SN9,2,961.299,0,0,4
2A2-SN9,2,990.341,0,0,5
2A4-SN9,2,955.251,0,0,3
2A5-SN9,2,947.272,0,0,4
2A6-SN9,2,961.299,0,0,4
2A7-SN9,2,963.271,0,0,4
2A8-SN9,2,958.255,0,0,3
2A9-SN9,2,921.234,0,0,4
2A12-SN9,2,965.287,0,0,4
3A1-SN9,3,1363.812,0,0,5
3A2-SN9,3,1377.839,0,0,5
3A3-SN9,3,1408.897,0,0,6
3A4-SN9,3,1367.8,0,0,5
3A5-SN9,3,1437.939,0,0,7
4A1-SN9,4,1866.49,0,0,8
4A3-SN9,4,1811.41,0,0,7
5A1-SN9,5,2213.923,0,0,8
5A2-SN9,5,2272.007,0,0,10
6A3-SN9,6,2645.478,0,0,10
1H1-SN9,1,615.922,0,0,2
1H2-SN9,1,658.003,0,0,2
1H3-SN9,1,714.111,0,0,2
2H1-SN9,2,962.327,0,0,3
2H2-SN9,2,990.381,0,0,3
2H3-SN9,2,1018.435,0,0,3
2H5-SN9,2,1074.543,0,0,3
2H6-SN9,2,1102.597,0,0,3
1A1-SN10,1,502.722,0,0,3
1A2-SN10,1,559.818,0,0,4
1A3-SN10,1,532.748,0,0,3
1A4-SN10,1,504.738,0,0,3
1A5-SN10,1,518.765,0,0,3
2A2-SN10,2,962.375,0,0,5
2A4-SN10,2,927.285,0,0,3
2A5-SN10,2,919.306,0,0,4
2A6-SN10,2,933.333,0,0,4
2A7-SN10,2,935.305,0,0,4
2A8-SN10,2,930.289,0,0,3
2A10-SN10,2,921.322,0,0,4
2A12-SN10,2,937.321,0,0,4
3A1-SN10,3,1321.863,0,0,5
3A2-SN10,3,1335.89,0,0,5
3A3-SN10,3,1366.948,0,0,6
3A4-SN10,3,1325.851,0,0,5
4A1-SN10,4,1810.558,0,0,8
4A3-SN10,4,1755.478,0,0,7
4A4-SN10,4,1758.434,0,0,6
5A1-SN10,5,2144.008,0,0,8
5A2-SN10,5,2202.092,0,0,10
5A3-SN10,5,2201.104,0,0,9
6A1-SN10,6,2604.649,0,0,11
6A3-SN10,6,2561.58,0,0,10
1H1-SN10,1,601.939,0,0,2
1H2-SN10,1,644.02,0,0,2
1H3-SN10,1,700.128,0,0,2
2H1-SN10,2,934.361,0,0,3
2H3-SN10,2,990.469,0,0,3
2H5-SN10,2,1046.577,0,0,3
1A1-SN11,1,528.76,0,0,3
1A2-SN11,1,585.856,0,0,4
1A3-SN11,1,558.786,0,0,3
1A4-SN11,1,530.776,0,0,3
1A5-SN11,1,544.803,0,0,3
2A2-SN11,2,1014.451,0,0,5
2A4-SN11,2,979.361,0,0,3
2A5-SN11,2,971.382,0,0,4
2A6-SN11,2,985.409,0,0,4
2A7-SN11,2,987.381,0,0,4
2A8-SN11,2,982.365,0,0,3
2A10-SN11,2,973.398,0,0,4
2A12-SN11,2,989.397,0,0,4
3A1-SN11,3,1399.977,0,0,5
3A2-SN11,3,1414.004,0,0,5
3A3-SN11,3,1445.062,0,0,6
3A4-SN11,3,1403.965,0,0,5
4A1-SN11,4,1914.71,0,0,8
4A3-SN11,4,1859.63,0,0,7
4A4-SN11,4,1862.586,0,0,6
5A1-SN11,5,2274.198,0,0,8
5A2-SN11,5,2332.282,0,0,10
5A3-SN11,5,2331.294,0,0,9
6A1-SN11,6,2760.877,0,0,11
6A3-SN11,6,2717.808,0,0,10
1H1-SN11,1,627.977,0,0,2
1H2-SN11,1,670.058,0,0,2
1H3-SN11,1,726.166,0,0,2
2H1-SN11,2,986.437,0,0,3
2H3-SN11,2,1042.545,0,0,3
2H6-SN11,2,1126.707,0,0,3
