IL_SMILES,Experiment_value,rel,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_permanent_cationic_N,formal_net_charge,Dose_ug_nucleicacid,Sample_weight
CCCCCCCCCCCCOC(=O)CCN(C)CCN(CCC(=O)OCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCC,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.679960929452499,2,45,12.7828,0.9375,85.38,0,8,56,794.7111887,236.197,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CC(O)CO,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.350683252939357,1,31,7.35,0.939393939,96.3,2,7,40,571.4811888,164.3726,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCCC,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.489256601722902,2,37,8.0636,0.947368421,99.54,2,8,46,656.5703382,191.1256,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)C(C)(CO)CO,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.508877923900667,1,37,10.0807,0.95,96.3,2,7,47,669.5907392,196.6916,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCCO)CCC(=O)NCCCCCCCCCCCCCC,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.415137874864815,3,35,9.0856,0.945945946,81.67,3,4,43,609.5808433,185.5522,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCO)CCC(=O)NCCCCCCCCCCCCCC,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.5281333408314905,4,39,7.9898,0.95,105.14,4,6,48,682.6336071,204.461,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCC)CCc1c[nH]cn1,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.514884527959544,5,37,10.4492,0.87804878,90.12,3,4,48,673.6233768,205.3751,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCC,2.550592491,1,42.0,0.0,48.0,10.0,5.0,6.839054507686912,5,55,15.4028,0.948275862,93.78,3,5,66,931.9156426,288.5191,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCOC(=O)CCN(CCCN1CCOCC1)CCC(=O)OCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.439337591465724,2,32,8.7191,0.945945946,68.31,0,7,44,624.5441234,183.156,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCOC(=O)CCN(CCCn1ccnc1)CCC(=O)OCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.408444767760282,3,32,9.2836,0.861111111,73.66,0,7,43,605.5131576,178.124,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCC)CCc1c[nH]cn1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.3850628557763125,3,31,8.9626,0.857142857,84.52,1,6,42,591.4975076,173.5717,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)O,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.371507568290724,1,32,9.1578,0.942857143,76.07,1,6,41,583.5175743,172.1948,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCC)CC(C)O,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.371507568290724,1,32,9.1578,0.942857143,76.07,1,6,41,583.5175743,172.1948,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCOCC)CCC(=O)OCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.440978438050827,1,36,10.5937,0.947368421,65.07,0,6,44,625.5645245,186.241,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(OC)OC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.4661742727901705,1,36,10.1761,0.947368421,74.3,0,7,45,641.5594391,187.554,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(CO)CO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.444118538018605,1,35,8.9104,0.945945946,96.3,2,7,44,627.5437891,182.8406,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCO)CCO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.531005899382107,2,39,8.8438,0.95,99.54,2,8,48,684.6016383,200.3596,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,7.034268098947512,2,67,20.128,0.942857143,111.68,0,10,80,1133.029669,339.496,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCO)CCC(=O)OCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.531005899382106,2,39,8.8438,0.95,99.54,2,8,48,684.6016383,200.3596,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CC(O)CO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.444118538018605,1,35,8.9104,0.945945946,96.3,2,7,44,627.5437891,182.8406,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCCOC)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.484748206353056,1,38,11.3739,0.95,65.07,0,6,46,653.5958246,195.475,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCOCCO)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.508877923900666,1,39,10.3463,0.95,85.3,1,7,47,669.5907392,196.8868,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC1CCCN1C,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.5426952785089645,2,37,11.8217,0.953488372,59.08,0,6,49,692.6431092,209.251,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.545595319812831,2,40,12.0693,0.953488372,59.08,0,6,49,694.6587592,211.387,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(C)CCCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.842211452694633,2,55,16.6838,0.948275862,85.38,0,8,66,934.8676894,282.367,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,7.094234016048891,2,72,22.0785,0.946666667,111.68,0,10,85,1203.10792,362.581,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCOC(=O)CCN(CCO)CCN(CCC(=O)OCCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.859149947730048,2,56,15.6562,0.948275862,105.61,1,9,67,950.862604,283.7788,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCOC)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.343782011005255,3,32,8.1793,0.941176471,70.67,2,4,40,567.5338931,171.8744,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCC1OCCO1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.391840058497652,3,31,7.9058,0.942857143,79.9,2,5,42,595.5288077,175.6904,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCO)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.318818553013237,3,31,7.5252,0.939393939,81.67,3,4,39,553.518243,167.0842,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCCO)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.343782011005255,3,32,7.9153,0.941176471,81.67,3,4,40,567.5338931,171.7012,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(C)CCN(C)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.342050993706158,4,31,7.7044,0.941176471,64.68,2,4,40,566.5498775,173.9354,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CC)CCN(CC)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.390264156722352,4,33,8.4846,0.944444444,64.68,2,4,42,594.5811776,183.1694,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN(CCO)CCO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.442559274565893,4,35,6.4294,0.944444444,105.14,4,6,44,626.5710068,185.993,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCN(CCO)CCO)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.464649049508448,4,36,6.8195,0.945945946,105.14,4,6,45,640.5866569,190.61,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCN1CCOCC1)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.436188829168263,4,32,7.8651,0.945945946,73.91,2,5,44,622.5760922,187.2574,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCn1ccnc1)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.405197052579018,5,32,8.4296,0.861111111,79.26,2,5,43,603.5451264,182.2254,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCc1c[nH]cn1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.381738180197505,5,31,8.1086,0.857142857,90.12,3,4,42,589.5294764,177.6731,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCO)CCC(=O)NCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.442559274565893,4,35,6.4294,0.944444444,105.14,4,6,44,626.5710068,185.993,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCOC)CCC(=O)NCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.415137874864815,3,35,9.3496,0.945945946,70.67,2,4,43,609.5808433,185.7254,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC1CCCO1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.456868551780674,3,34,9.8822,0.948717949,70.67,2,4,45,635.5964933,192.8234,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(C)O,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.415137874864816,3,34,9.084,0.945945946,81.67,3,4,43,609.5808433,185.5302,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCCCO)CCC(=O)NCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.437834846275473,3,36,9.4757,0.947368421,81.67,3,4,44,623.5964933,190.1692,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCCCCO)CCC(=O)NCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.460028077408819,3,37,9.8658,0.948717949,81.67,3,4,45,637.6121434,194.7862,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CC(C)(C)CO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.46002807740882,3,35,9.7217,0.948717949,81.67,3,4,45,637.6121434,194.7162,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(C)CCCN(C)CCC(=O)NCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.458487175081181,4,36,9.6549,0.948717949,64.68,2,4,45,636.6281278,197.0204,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN(CCO)CCO,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.5281333408314905,4,39,7.9898,0.95,105.14,4,6,48,682.6336071,204.461,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCC)CCN1CCOCC1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.501447315771385,4,35,9.0354,0.95,73.91,2,5,47,664.6230424,201.1084,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCCN1CCOCC1)CCC(=O)NCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.522286896978819,4,36,9.4255,0.951219512,73.91,2,5,48,678.6386925,205.7254,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCCCCC)CCN1CCOCC1,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.542701040894131,4,37,9.8156,0.952380952,73.91,2,5,49,692.6543425,210.3424,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,7.090962276990628,6,72,20.3705,0.946666667,122.88,4,6,85,1199.171857,370.7838,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(CCO)CCN(CCO)CCC(=O)NCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.5683222635780245,4,41,8.77,0.952380952,105.14,4,6,50,710.6649072,213.695,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
CCCCCCCCCCCCCCCCNC(=O)CCN(CCCOC)CCC(=O)NCCCCCCCCCCCCCCCC,1.091853172,1,42.0,0.0,48.0,10.0,5.0,6.523797227158403,3,40,11.3001,0.952380952,70.67,2,4,48,679.6590936,208.8104,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.0
