Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
A8C2B12,2,12.0,788.3439999999996
A8C3B12,2,12.0,816.3979999999995
A2C5B12,2,12.0,784.3119999999996
A2C4B12,2,12.0,786.3279999999995
A2C1B12,2,12.0,702.1659999999997
A2C2B12,2,12.0,730.2199999999998
A2C3B12,2,12.0,758.2739999999997
A7C5B12,2,12.0,800.3109999999996
A7C4B12,2,12.0,802.3269999999995
A7C1B12,2,12.0,718.1649999999997
A7C2B12,2,12.0,746.2189999999998
A7C3B12,2,12.0,774.2729999999997
A4C5B12,2,12.0,772.3009999999997
A4C4B12,2,12.0,774.3169999999997
A4C1B12,2,12.0,690.1549999999999
A4C2B12,2,12.0,718.209
A4C3B12,2,12.0,746.2629999999998
A11C5B12,2,12.0,758.2299999999998
A11C4B12,2,12.0,760.2459999999998
A11C1B12,2,12.0,676.084
A11C2B12,2,12.0,704.138
A11C3B12,2,12.0,732.1919999999999
A12C5B12,2,12.0,770.2849999999997
A12C4B12,2,12.0,772.3009999999997
A12C1B12,2,12.0,688.1389999999999
A12C2B12,2,12.0,716.193
A12C3B12,2,12.0,744.2469999999998
A14C5B12,2,12.0,739.187
A14C4B12,2,12.0,741.203
A14C1B12,2,12.0,657.0410000000002
A14C2B12,2,12.0,685.0950000000003
A14C3B12,2,12.0,713.1490000000001
A9C5B12,2,12.0,767.2409999999999
A9C4B12,2,12.0,769.2569999999998
A9C1B12,2,12.0,685.095
A9C2B12,2,12.0,713.1490000000001
A9C3B12,2,12.0,741.203
A13C5B12,2,12.0,756.2579999999997
A13C4B12,2,12.0,758.2739999999997
A13C1B12,2,12.0,674.1119999999999
A13C2B12,2,12.0,702.1659999999999
A13C3B12,2,12.0,730.2199999999998
A5C5B12,2,12.0,802.3309999999994
A5C4B12,2,12.0,804.3469999999994
A5C1B12,2,12.0,720.1849999999996
A5C2B12,2,12.0,748.2389999999997
A5C3B12,2,12.0,776.2929999999996
A10C5B12,2,12.0,770.2849999999996
A10C4B12,2,12.0,772.3009999999996
A10C1B12,2,12.0,688.1389999999998
A10C2B12,2,12.0,716.1929999999999
A10C3B12,2,12.0,744.2469999999997
A15C5B12,2,12.0,784.3119999999996
A15C4B12,2,12.0,786.3279999999995
A15C1B12,2,12.0,702.1659999999997
A15C2B12,2,12.0,730.2199999999998
A15C3B12,2,12.0,758.2739999999997
A16C5B12,2,12.0,800.3549999999998
A16C4B12,2,12.0,802.3709999999998
A16C1B12,2,12.0,718.209
A16C2B12,2,12.0,746.263
A16C3B12,2,12.0,774.3169999999999
A17C5B10,2,10.0,805.3749999999994
A17C4B10,2,10.0,807.3909999999992
A17C1B10,2,10.0,723.2289999999997
A17C2B10,2,10.0,751.2829999999996
A17C3B10,2,10.0,779.3369999999994
A18C5B10,2,10.0,788.3439999999994
A18C4B10,2,10.0,790.3599999999993
A18C1B10,2,10.0,706.1979999999996
A18C2B10,2,10.0,734.2519999999995
A18C3B10,2,10.0,762.3059999999994
A19C5B10,2,10.0,789.3319999999993
A19C4B10,2,10.0,791.3479999999993
A19C1B10,2,10.0,707.1859999999996
A19C2B10,2,10.0,735.2399999999994
A19C3B10,2,10.0,763.2939999999993
A20C5B10,2,10.0,760.2899999999993
A20C4B10,2,10.0,762.3059999999995
A20C1B10,2,10.0,678.1439999999996
A20C2B10,2,10.0,706.1979999999994
A20C3B10,2,10.0,734.2519999999993
A1C5B10,2,10.0,748.2789999999994
A1C4B10,2,10.0,750.2949999999995
A1C1B10,2,10.0,666.1329999999997
A1C2B10,2,10.0,694.1869999999996
A1C3B10,2,10.0,722.2409999999994
A6C5B10,2,10.0,762.3059999999994
A6C4B10,2,10.0,764.3219999999994
A6C1B10,2,10.0,680.1599999999996
A6C2B10,2,10.0,708.2139999999995
A6C3B10,2,10.0,736.2679999999993
A3C5B10,2,10.0,790.3599999999993
A3C4B10,2,10.0,792.3759999999993
A3C1B10,2,10.0,708.2139999999996
A3C2B10,2,10.0,736.2679999999995
A3C3B10,2,10.0,764.3219999999993
A8C5B10,2,10.0,846.4679999999993
A8C4B10,2,10.0,848.483999999999
A8C1B10,2,10.0,764.3219999999995
A8C2B10,2,10.0,792.3759999999994
A8C3B10,2,10.0,820.4299999999993
A2C5B10,2,10.0,788.3439999999994
A2C4B10,2,10.0,790.3599999999992
A2C1B10,2,10.0,706.1979999999996
A2C2B10,2,10.0,734.2519999999995
A2C3B10,2,10.0,762.3059999999994
A7C5B10,2,10.0,804.3429999999994
