Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A304_C12,3,12,909.479999999999,0,4
A68_C12,2,12,612.9810000000001,0,2
A69_C12,2,12,657.0339999999998,0,2
A397_C12,2,12,817.2119999999994,0,2
A217_C12,5,12,1333.1579999999992,0,3
A64_C12,2,12,611.0090000000001,0,2
A61_C12,2,12,596.9820000000002,0,2
A124_C12,3,12,809.3149999999995,0,2
A393_C12,4,12,1173.8439999999998,0,2
A191_C12,2,12,597.9660000000005,0,1
A116_C12,4,12,1075.7399999999986,0,2
A142_C12,4,12,1075.7399999999986,0,2
A117_C12,4,12,1075.7399999999986,0,2
A233_C12,2,12,608.9490000000003,0,1
A178_C12,2,12,553.9130000000006,0,1
A180_C12,2,12,567.9400000000005,0,1
A187_C12,2,12,610.0210000000004,0,1
A26_C12,2,12,585.9110000000006,0,1
A177_C12,2,12,539.8860000000005,0,1
A183_C12,2,12,567.9400000000005,0,1
A327_C12,2,12,615.9840000000005,0,1
A182_C12,2,12,553.9130000000005,0,1
A184_C12,2,12,567.9400000000004,0,1
A190_C12,2,12,555.8850000000006,0,1
A394_C12,2,12,740.1260000000007,0,1
A384_C12,2,12,664.0280000000006,0,1
A179_C12,2,12,567.9400000000004,0,1
A197_C12,2,12,601.9100000000007,0,1
A194_C12,2,12,597.9660000000005,0,1
A21_C12,2,12,555.8850000000007,0,1
A310_C12,2,12,608.9930000000003,0,2
A311_C12,2,12,608.9930000000003,0,2
A318_C12,2,12,632.0270000000003,0,1
A395_C12,2,12,802.1970000000006,0,1
A344_C12,4,12,1125.7999999999986,0,2
A380_C12,4,12,1201.8979999999988,0,2
A324_C12,2,12,630.0110000000004,0,1
A358_C12,2,12,627.8730000000007,0,1
A375_C12,4,12,1169.8119999999988,0,2
A335_C12,2,12,686.1190000000004,0,1
A337_C12,2,12,660.0370000000005,0,1
A346_C12,4,12,1097.7459999999992,0,2
A357_C12,2,12,627.8730000000007,0,1
A355_C12,2,12,609.8830000000007,0,1
A353_C12,2,12,609.8830000000007,0,1
A336_C12,2,12,633.9550000000006,0,1
A307_C12,2,12,537.8700000000005,0,1
A316_C12,2,12,591.9620000000003,0,1
A368_C12,2,12,613.9680000000004,0,1
A378_C12,4,12,1173.8439999999987,0,2
A379_C12,8,12,2137.368000000001,0,4
A377_C12,2,12,650.0010000000007,0,1
A322_C12,2,12,630.0110000000005,0,1
A329_C12,2,12,615.9840000000006,0,1
A361_C12,2,12,605.9200000000006,0,1
A148_C12,4,12,1083.718999999999,0,2
A150_C12,4,12,1083.7189999999991,0,2
A398_C12,4,12,1309.9969999999992,0,2
A365_C12,4,12,1199.9669999999987,0,2
A382_C12,4,12,1159.816999999999,0,2
A354_C12,2,12,609.8830000000007,0,1
A349_C12,2,12,591.8930000000007,0,1
A360_C12,2,12,659.8900000000008,0,1
A391_C12,3,12,905.4029999999996,0,2
A146_C12,4,12,1069.6919999999989,0,2
A364_C12,2,12,657.8990000000008,0,1
A363_C12,2,12,639.9090000000008,0,1
A362_C12,2,12,621.9190000000007,0,1
A388_C12,2,12,683.9900000000007,0,1
A389_C12,4,12,1161.7889999999993,0,2
A387_C12,2,12,666.0000000000007,0,1
A333_C12,2,12,702.1180000000002,0,1
A308_C12,2,12,551.8970000000004,0,1
A373_C12,4,12,1157.8009999999992,0,2
A372_C12,2,12,627.9950000000003,0,1
A371_C12,2,12,631.9390000000005,0,1
A370_C12,2,12,617.9120000000006,0,1
A374_C12,2,12,674.0230000000006,0,1
A367_C12,2,12,613.9680000000004,0,1
A396_C12,4,12,1245.9099999999994,0,2
A376_C12,2,12,650.0010000000007,0,1
A359_C12,2,12,641.9000000000008,0,1
