Formulation,Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Ionizable_Lipid_to_mRNA_weight_ratio,Comment,Lipid/Cells,mRNA/Cells
comet,35.0,16.0,46.5,2.5,DOPE,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.90141722473135,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,17.90141722473135,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.90141722473135,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,17.90141722473135,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.90141722473135,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,16.590873695686028,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,16.590873695686028,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,16.590873695686028,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,16.590873695686028,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,16.590873695686028,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,26.558947204485282,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,26.558947204485282,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,26.558947204485282,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,26.558947204485282,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,26.558947204485282,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.838654415200123,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.838654415200123,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.838654415200123,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.838654415200123,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.838654415200123,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.211337797850803,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,23.211337797850803,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.211337797850803,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,23.211337797850803,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.9342781498209,,,
comet,35.0,50.0,12.5,2.5,DSPC,11.9342781498209,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.9342781498209,,,
comet,35.0,50.0,12.5,2.5,DSPC,11.9342781498209,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.9342781498209,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.060582463790686,,,
comet,35.0,50.0,12.5,2.5,DSPC,11.060582463790686,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.060582463790686,,,
comet,35.0,50.0,12.5,2.5,DSPC,11.060582463790686,,,
comet,35.0,50.0,12.5,2.5,DOPE,11.060582463790686,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.705964802990188,,,
comet,35.0,50.0,12.5,2.5,DSPC,17.705964802990188,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.705964802990188,,,
comet,35.0,50.0,12.5,2.5,DSPC,17.705964802990188,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.705964802990188,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.55910294346675,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.55910294346675,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.55910294346675,,,
comet,35.0,50.0,12.5,2.5,DSPC,10.55910294346675,,,
comet,35.0,50.0,12.5,2.5,DOPE,10.55910294346675,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.4742251985672,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.4742251985672,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.4742251985672,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.4742251985672,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.4742251985672,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,50.0,12.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,50.0,12.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,50.0,12.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,50.0,12.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,50.0,12.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,50.0,12.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,50.0,12.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,50.0,12.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,50.0,12.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,50.0,12.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,50.0,12.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,50.0,12.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,50.0,12.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,50.0,12.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.9342781498209,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,11.9342781498209,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.9342781498209,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,11.9342781498209,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.9342781498209,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.060582463790686,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,11.060582463790686,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.060582463790686,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,11.060582463790686,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,11.060582463790686,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.705964802990188,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,17.705964802990188,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.705964802990188,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,17.705964802990188,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,17.705964802990188,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.55910294346675,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.55910294346675,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.55910294346675,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,10.55910294346675,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,10.55910294346675,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,15.4742251985672,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.8685562996418,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,23.8685562996418,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.8685562996418,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,23.8685562996418,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,23.8685562996418,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,20.0,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,22.121164927581372,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,22.121164927581372,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,22.121164927581372,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,22.121164927581372,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,22.121164927581372,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,35.411929605980376,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,35.411929605980376,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,35.411929605980376,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,35.411929605980376,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,35.411929605980376,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,21.1182058869335,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,21.1182058869335,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,21.1182058869335,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,21.1182058869335,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,21.1182058869335,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,30.9484503971344,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,30.9484503971344,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,30.9484503971344,,,
comet,15.0,21.099999999999998,61.4,2.5,DSPC,30.9484503971344,,,
comet,15.0,21.099999999999998,61.4,2.5,DOPE,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DSPC,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,17.90141722473135,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DSPC,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,16.590873695686028,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DSPC,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,26.558947204485282,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DSPC,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,15.838654415200123,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.211337797850803,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.211337797850803,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DSPC,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,20.0,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,50.0,12.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,16.0,46.5,2.5,DSPC,23.8685562996418,,,
comet,35.0,16.0,46.5,2.5,DOPE,23.8685562996418,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DSPC,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,20.0,,,
comet,35.0,16.0,46.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,16.0,46.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,16.0,46.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,16.0,46.5,2.5,DSPC,22.121164927581372,,,
comet,35.0,16.0,46.5,2.5,DOPE,22.121164927581372,,,
comet,35.0,16.0,46.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,16.0,46.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,16.0,46.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,16.0,46.5,2.5,DSPC,35.411929605980376,,,
comet,35.0,16.0,46.5,2.5,DOPE,35.411929605980376,,,
comet,35.0,16.0,46.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,16.0,46.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,16.0,46.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,16.0,46.5,2.5,DSPC,21.1182058869335,,,
comet,35.0,16.0,46.5,2.5,DOPE,21.1182058869335,,,
comet,35.0,16.0,46.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DOPE,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DSPC,30.9484503971344,,,
comet,35.0,16.0,46.5,2.5,DOPE,30.9484503971344,,,
comet,38.011728,8.76677,50.506013,2.7154890000000003,DOPE,17.705964802990188,,,
comet,37.18786,10.744164000000001,49.411343,2.656633,DOPE,17.705964802990188,,,
comet,36.342812,12.772392,48.288532000000004,2.596265,DOPE,17.705964802990188,,,
comet,35.475757,14.85344,47.136478999999994,2.534324,DOPE,17.705964802990188,,,
comet,34.585823,16.9894,45.954028,2.4707489999999996,DOPE,17.705964802990188,,,
comet,33.672093,19.182474,44.73996,2.405473,DOPE,17.705964802990188,,,
comet,32.7336,21.434981999999998,43.492988,2.3384289999999996,DOPE,17.705964802990188,,,
comet,31.769323,23.749375999999998,42.211757999999996,2.269543,DOPE,17.705964802990188,,,
comet,30.778185,26.12824,40.894837,2.198738,DOPE,17.705964802990188,,,
comet,29.759047,28.574306999999997,39.540713,2.125933,DOPE,17.705964802990188,,,
comet,28.710706000000002,31.090465000000002,38.147788,2.051041,DOPE,17.705964802990188,,,
comet,27.631888999999997,33.67977,36.714368,1.9739719999999998,DOPE,17.705964802990188,,,
comet,36.957406999999996,8.523609,49.099873,5.419111,DOPE,17.705964802990188,,,
comet,36.17814,10.452439,48.064575,5.3048459999999995,DOPE,17.705964802990188,,,
comet,35.377863999999995,12.433268,47.001366,5.187501,DOPE,17.705964802990188,,,
comet,34.55572,14.468228,45.909104,5.066949,DOPE,17.705964802990188,,,
comet,33.710797,16.559566,44.78658,4.943057,DOPE,17.705964802990188,,,
comet,32.842137,18.70966,43.632518999999995,4.815684,DOPE,17.705964802990188,,,
comet,31.948724000000002,20.921021,42.445572,4.684682,DOPE,17.705964802990188,,,
comet,31.029486000000002,23.196306,41.224316,4.549893,DOPE,17.705964802990188,,,
comet,30.083285999999998,25.538326,39.967238,4.41115,DOPE,17.705964802990188,,,
comet,29.108919999999998,27.950062,38.672741,4.268278,DOPE,17.705964802990188,,,
comet,28.105111,30.434673,37.339128,4.121087999999999,DOPE,17.705964802990188,,,
comet,60.268833,13.900000000000002,21.525669999999998,4.305496000000001,DOPE,17.705964802990188,,,
comet,58.223656,16.821739,20.795213,4.159393,DOPE,17.705964802990188,,,
comet,56.178478,19.743478,20.064755,4.013288999999999,DOPE,17.705964802990188,,,
comet,54.1333,22.665217,19.334298,3.867185,DOPE,17.705964802990188,,,
comet,52.088122000000006,25.586956999999998,18.603839999999998,3.721081,DOPE,17.705964802990188,,,
comet,50.042944,28.508696,17.873382,3.574977,DOPE,17.705964802990188,,,
comet,47.997767,31.430435000000003,17.142925,3.428874,DOPE,17.705964802990188,,,
comet,45.952588999999996,34.352174000000005,16.412467,3.28277,DOPE,17.705964802990188,,,
comet,43.907411,37.273913,15.682009999999998,3.136666,DOPE,17.705964802990188,,,
comet,41.862232999999996,40.195651999999995,14.951552000000001,2.990562,DOPE,17.705964802990188,,,
comet,39.817055,43.117391,14.221095,2.844458,DOPE,17.705964802990188,,,
comet,37.771878,46.03913,13.490637,2.698355,DOPE,17.705964802990188,,,
comet,34.850773000000004,8.037749,46.303084999999996,10.808392999999999,DOPE,17.705964802990188,,,
